City,ZipCode,State
New Rochelle,31275,NY
Buffalo,78683,NY
Orlando,34607,FL
Tallahassee,54376,FL
San Francisco,89536,CA
Miami,62697,FL
Buffalo,96195,NY
New York,4911,NY
Yonkers,53402,NY
Fort Worth,28816,TX
Yonkers,16945,NY
Mount Vernon,62459,NY
Syracuse,35319,NY
Austin,77408,TX
San Antonio,23004,TX
Jacksonville,39692,FL
Orlando,36093,FL
Utica,96749,NY
San Jose,25810,CA
Syracuse,85738,NY
Syracuse,75893,NY
San Jose,57874,CA
San Diego,18869,CA
Philadelphia,62851,PA
San Antonio,67226,TX
Albany,3170,NY
Philadelphia,11543,PA
Allentown,61192,PA
Pittsburgh,89628,PA
San Diego,36202,CA
Tallahassee,54358,FL
Los Angeles,1736,CA
Austin,40339,TX
Tallahassee,81818,FL
Fresno,2787,CA
Fresno,82936,CA
San Francisco,82275,CA
Rochester,35732,NY
San Jose,19417,CA
Tampa,41600,FL
San Antonio,60444,TX
Rochester,91537,NY
Dallas,19421,TX
New York,47249,NY
San Diego,31737,CA
Dallas,68794,TX
Miami,58411,FL
El Paso,40775,TX
Miami,35968,FL
Allentown,44132,PA
San Antonio,2773,TX
Los Angeles,79322,CA
Rochester,95046,NY
Allentown,14217,PA
El Paso,42243,TX
Allentown,21008,PA
San Jose,16941,CA
Houston,91607,TX
Philadelphia,53404,PA
Jacksonville,4060,FL
Yonkers,89009,NY
San Diego,2317,CA
Houston,12666,TX
Orlando,19436,FL
San Francisco,82572,CA
Houston,24609,TX
New York,94462,NY
Rochester,65429,NY
Albany,80345,NY
San Jose,49722,CA
Fort Worth,53543,TX
Yonkers,50901,NY
Utica,22504,NY
Austin,61707,TX
El Paso,68468,TX
New Rochelle,24639,NY
Rochester,20444,NY
Fresno,18569,CA
Philadelphia,73376,PA
Rochester,38810,NY
Dallas,55326,TX
San Antonio,80569,TX
New York,20348,NY
Pittsburgh,79164,PA
San Diego,66480,CA
St. Petersburg,67116,FL
Tampa,90324,FL
Tampa,65103,FL
Rochester,98348,NY
El Paso,18251,TX
Los Angeles,75344,CA
Utica,34782,NY
Philadelphia,71557,PA
El Paso,83125,TX
Buffalo,72123,NY
Orlando,25089,FL
Syracuse,2480,NY
Houston,29752,TX
Orlando,51919,FL
San Francisco,91008,CA
Jacksonville,45561,FL
San Jose,49696,CA
Fresno,49306,CA
Los Angeles,18413,CA
San Diego,9047,CA
Albany,34166,NY
San Diego,18644,CA
Los Angeles,57080,CA
New Rochelle,98528,NY
San Jose,94517,CA
San Jose,28687,CA
Rochester,49873,NY
El Paso,75782,TX
New York,18789,NY
Yonkers,62069,NY
Utica,70698,NY
Miami,44716,FL
Albany,73312,NY
Buffalo,55903,NY
Rochester,17017,NY
Mount Vernon,28638,NY
Buffalo,15786,NY
Austin,57216,TX
Rochester,16408,NY
El Paso,85630,TX
San Antonio,32975,TX
San Francisco,89498,CA
Jacksonville,23467,FL
Austin,5151,TX
San Francisco,97716,CA
Tampa,47130,FL
Rochester,52364,NY
El Paso,98776,TX
Mount Vernon,27871,NY
Pittsburgh,95603,PA
Tallahassee,92700,FL
Buffalo,65195,NY
Fort Worth,19561,TX
Dallas,24350,TX
Los Angeles,601,CA
Utica,97588,NY
Fresno,36961,CA
Philadelphia,77890,PA
Hialeah,24772,FL
Mount Vernon,96768,NY
St. Petersburg,23016,FL
Los Angeles,98830,CA
Fresno,96869,CA
Dallas,40167,TX
Tampa,67687,FL
San Diego,4545,CA
Albany,21816,NY
Albany,72957,NY
Allentown,55820,PA
Pittsburgh,14764,PA
Tampa,54965,FL
Dallas,15167,TX
Syracuse,12646,NY
St. Petersburg,24212,FL
Mount Vernon,82912,NY
San Jose,80616,CA
Orlando,41890,FL
Mount Vernon,60173,NY
Buffalo,688,NY
Dallas,44286,TX
Austin,68335,TX
Mount Vernon,34555,NY
Syracuse,79653,NY
Yonkers,32970,NY
Philadelphia,3153,PA
San Jose,24607,CA
Houston,25309,TX
Rochester,17844,NY
Tampa,68375,FL
St. Petersburg,36571,FL
Los Angeles,37910,CA
San Antonio,36576,TX
San Francisco,85223,CA
Utica,19464,NY
Utica,3424,NY
Mount Vernon,49171,NY
El Paso,75270,TX
Jacksonville,20260,FL
Fort Worth,52358,TX
El Paso,12388,TX
New York,94526,NY
San Diego,98063,CA
Jacksonville,95666,FL
Rochester,58567,NY
Philadelphia,82851,PA
Miami,12676,FL
San Jose,13728,CA
Jacksonville,44826,FL
Pittsburgh,92155,PA
Albany,40342,NY
Hialeah,20075,FL
Utica,74210,NY
El Paso,40944,TX
San Francisco,32736,CA
Rochester,55168,NY
El Paso,71444,TX
Allentown,38657,PA
Albany,7927,NY
Mount Vernon,44090,NY
Tallahassee,34281,FL
Fresno,9849,CA
El Paso,78130,TX
New York,70486,NY
Yonkers,24816,NY
San Antonio,20901,TX
Miami,83955,FL
Rochester,72107,NY
Pittsburgh,37313,PA
San Francisco,68855,CA
New Rochelle,28206,NY
El Paso,60314,TX
Rochester,84819,NY
Fort Worth,82809,TX
New Rochelle,3743,NY
Tampa,80543,FL
Jacksonville,49024,FL
Pittsburgh,65785,PA
Houston,20845,TX
Jacksonville,47390,FL
San Diego,32620,CA
Houston,24169,TX
Allentown,665,PA
Rochester,1744,NY
El Paso,54167,TX
Philadelphia,83272,PA
Utica,40554,NY
Houston,16473,TX
Orlando,74656,FL
Houston,82579,TX
Philadelphia,87744,PA
Miami,30399,FL
Fresno,59183,CA
Miami,45985,FL
San Antonio,24946,TX
Tallahassee,5979,FL
Allentown,95101,PA
Philadelphia,11173,PA
Albany,46953,NY
Orlando,74209,FL
San Francisco,76920,CA
Austin,50562,TX
Tampa,90495,FL
Tampa,6012,FL
El Paso,46110,TX
San Diego,20311,CA
Dallas,30514,TX
Tallahassee,67529,FL
New Rochelle,76320,NY
Yonkers,50041,NY
Buffalo,52471,NY
Allentown,91387,PA
San Francisco,69166,CA
Syracuse,44570,NY
San Francisco,5592,CA
Houston,11027,TX
Tallahassee,60995,FL
St. Petersburg,5912,FL
Los Angeles,8576,CA
San Diego,71121,CA
Syracuse,48596,NY
Houston,15419,TX
Fort Worth,38037,TX
San Antonio,56721,TX
St. Petersburg,45246,FL
El Paso,63444,TX
El Paso,99303,TX
Yonkers,58632,NY
Jacksonville,22021,FL
Los Angeles,84166,CA
Jacksonville,78257,FL
Dallas,54760,TX
Fresno,91983,CA
Los Angeles,64431,CA
San Jose,93356,CA
Buffalo,12168,NY
San Jose,37371,CA
Buffalo,21135,NY
San Francisco,40543,CA
New Rochelle,45975,NY
Houston,27736,TX
Austin,42240,TX
Philadelphia,37160,PA
Philadelphia,65338,PA
Pittsburgh,63707,PA
Fort Worth,32639,TX
San Antonio,98597,TX
Los Angeles,12787,CA
Tampa,74020,FL
Fort Worth,98465,TX
Buffalo,89349,NY
Houston,36117,TX
San Diego,34095,CA
San Francisco,13487,CA
Austin,84336,TX
Miami,13426,FL
Syracuse,1946,NY
Utica,13794,NY
Pittsburgh,47413,PA
Mount Vernon,40786,NY
Tampa,94220,FL
Pittsburgh,54890,PA
Jacksonville,32507,FL
Yonkers,91447,NY
Hialeah,50706,FL
San Antonio,15077,TX
Yonkers,75871,NY
Hialeah,11330,FL
Pittsburgh,12986,PA
Tallahassee,5435,FL
San Diego,90041,CA
Hialeah,50830,FL
Pittsburgh,37359,PA
Mount Vernon,74763,NY
San Jose,83121,CA
Buffalo,40360,NY
Jacksonville,1284,FL
San Antonio,13804,TX
Dallas,26201,TX
Buffalo,25042,NY
Orlando,47008,FL
Philadelphia,1758,PA
Orlando,7279,FL
Fort Worth,82065,TX
Fort Worth,36804,TX
Dallas,50701,TX
Fresno,26051,CA
Rochester,29601,NY
Austin,50490,TX
Miami,99507,FL
New York,22489,NY
Jacksonville,13446,FL
Jacksonville,4261,FL
Fort Worth,65717,TX
Houston,93544,TX
Los Angeles,18434,CA
Pittsburgh,64583,PA
Fort Worth,29390,TX
New York,12487,NY
Dallas,19690,TX
Syracuse,84600,NY
Tallahassee,80851,FL
Austin,78548,TX
Pittsburgh,65655,PA
St. Petersburg,9886,FL
Tampa,41620,FL
Los Angeles,9439,CA
Rochester,60844,NY
Pittsburgh,52039,PA
Los Angeles,70530,CA
Pittsburgh,93574,PA
Fresno,62480,CA
St. Petersburg,55436,FL
Tallahassee,24207,FL
New Rochelle,5489,NY
Orlando,17113,FL
Rochester,44752,NY
Tampa,34395,FL
El Paso,92003,TX
Jacksonville,82588,FL
Fort Worth,51432,TX
Allentown,27209,PA
San Francisco,95732,CA
Tampa,2860,FL
El Paso,58718,TX
New York,38533,NY
Austin,7613,TX
Houston,5759,TX
Orlando,71821,FL
San Antonio,22813,TX
Hialeah,27797,FL
Hialeah,42643,FL
Allentown,50525,PA
Mount Vernon,48921,NY
Philadelphia,26501,PA
Buffalo,92440,NY
San Jose,47760,CA
Fort Worth,82861,TX
Albany,49889,NY
Miami,5266,FL
San Diego,78500,CA
New Rochelle,58460,NY
Buffalo,79876,NY
Dallas,73096,TX
Pittsburgh,84019,PA
Tallahassee,86806,FL
Hialeah,59774,FL
El Paso,576,TX
New York,97274,NY
New Rochelle,25205,NY
Pittsburgh,20585,PA
Allentown,36401,PA
Jacksonville,42430,FL
Jacksonville,22026,FL
New Rochelle,65574,NY
Orlando,18238,FL
Rochester,59421,NY
St. Petersburg,44185,FL
Fort Worth,86878,TX
Utica,97030,NY
Philadelphia,83116,PA
San Antonio,63411,TX
Jacksonville,83182,FL
St. Petersburg,42767,FL
El Paso,7748,TX
San Jose,58889,CA
Philadelphia,10991,PA
Orlando,43836,FL
Dallas,57617,TX
Hialeah,49035,FL
Houston,94772,TX
New Rochelle,43116,NY
San Antonio,99855,TX
New Rochelle,82872,NY
Dallas,57470,TX
Fresno,24983,CA
San Diego,67468,CA
Tallahassee,35306,FL
Utica,83739,NY
Tampa,1827,FL
Dallas,20535,TX
Orlando,6232,FL
Fort Worth,82207,TX
Yonkers,34627,NY
San Francisco,90430,CA
Houston,49123,TX
New Rochelle,14104,NY
Pittsburgh,84468,PA
Philadelphia,3812,PA
St. Petersburg,62671,FL
New Rochelle,49769,NY
Austin,63910,TX
Houston,77308,TX
Buffalo,5579,NY
Syracuse,86150,NY
Yonkers,64522,NY
Utica,22175,NY
San Jose,20822,CA
St. Petersburg,21567,FL
Mount Vernon,74061,NY
Houston,27628,TX
San Diego,8849,CA
Miami,8801,FL
Austin,22005,TX
Jacksonville,4933,FL
Yonkers,88134,NY
Fort Worth,23452,TX
Dallas,8568,TX
San Antonio,67462,TX
New Rochelle,64578,NY
Miami,68500,FL
Philadelphia,32371,PA
Buffalo,16352,NY
Houston,21974,TX
Allentown,55139,PA
Syracuse,93497,NY
Miami,24965,FL
Rochester,20331,NY
New York,46458,NY
Los Angeles,86159,CA
Tampa,51206,FL
Jacksonville,10543,FL
San Diego,9214,CA
Albany,55249,NY
Fort Worth,97042,TX
San Diego,46622,CA
Pittsburgh,28666,PA
Pittsburgh,24792,PA
New York,10746,NY
Mount Vernon,42766,NY
Allentown,91311,PA
Albany,5147,NY
Rochester,97649,NY
Allentown,54548,PA
Los Angeles,49697,CA
Rochester,42767,NY
Buffalo,77300,NY
Jacksonville,88053,FL
Austin,88369,TX
St. Petersburg,33557,FL
San Diego,21578,CA
Mount Vernon,22936,NY
Fort Worth,1419,TX
Utica,63201,NY
Syracuse,76676,NY
Utica,92525,NY
San Jose,56447,CA
Miami,81997,FL
San Francisco,19543,CA
Austin,57947,TX
Yonkers,75749,NY
San Diego,51416,CA
New Rochelle,20284,NY
Buffalo,61404,NY
Mount Vernon,71469,NY
Tallahassee,15611,FL
Miami,1152,FL
Houston,97649,TX
St. Petersburg,18034,FL
Dallas,43707,TX
Miami,2273,FL
Allentown,8256,PA
Buffalo,1493,NY
Hialeah,58025,FL
Yonkers,90866,NY
El Paso,22521,TX
Tallahassee,79909,FL
San Francisco,3453,CA
St. Petersburg,58977,FL
Jacksonville,58364,FL
Rochester,11922,NY
Austin,84945,TX
Philadelphia,13989,PA
Orlando,82532,FL
Houston,69096,TX
Austin,88151,TX
Fresno,26477,CA
Albany,66450,NY
Fort Worth,34333,TX
Tallahassee,67601,FL
Fresno,43358,CA
Pittsburgh,33411,PA
Tallahassee,28226,FL
Philadelphia,42462,PA
Fort Worth,75437,TX
San Antonio,7012,TX
Mount Vernon,9841,NY
Hialeah,39094,FL
St. Petersburg,12263,FL
San Jose,82514,CA
New Rochelle,62910,NY
Los Angeles,55007,CA
New York,69784,NY
Albany,36725,NY
San Francisco,31318,CA
Los Angeles,62817,CA
New Rochelle,9032,NY
Orlando,44943,FL
Philadelphia,83579,PA
Miami,58171,FL
Utica,69571,NY
Mount Vernon,70113,NY
Mount Vernon,81723,NY
San Jose,71783,CA
New York,42537,NY
Utica,55709,NY
Tallahassee,60341,FL
San Francisco,92941,CA
Tallahassee,39996,FL
Dallas,1182,TX
Jacksonville,63694,FL
Rochester,72751,NY
Rochester,1322,NY
Hialeah,87529,FL
Fort Worth,99460,TX
Syracuse,61485,NY
New York,61791,NY
Philadelphia,23110,PA
San Antonio,77278,TX
Fort Worth,95757,TX
Miami,88944,FL
Dallas,46464,TX
Yonkers,99782,NY
Allentown,18019,PA
Albany,87705,NY
Pittsburgh,88940,PA
Pittsburgh,99591,PA
Allentown,66226,PA
Tampa,57071,FL
Utica,47006,NY
Jacksonville,44049,FL
New Rochelle,11324,NY
Rochester,48387,NY
Rochester,92363,NY
Hialeah,60631,FL
Tallahassee,58926,FL
Orlando,23887,FL
Tallahassee,79643,FL
Houston,68168,TX
Syracuse,79338,NY
Los Angeles,31982,CA
San Diego,26215,CA
Pittsburgh,33996,PA
Utica,88813,NY
St. Petersburg,29834,FL
Jacksonville,23907,FL
El Paso,57668,TX
Syracuse,93476,NY
Pittsburgh,96139,PA
Rochester,68726,NY
El Paso,96798,TX
Jacksonville,49363,FL
Buffalo,38188,NY
Rochester,62444,NY
St. Petersburg,47772,FL
Mount Vernon,83430,NY
Orlando,68641,FL
San Diego,89864,CA
Orlando,87928,FL
Philadelphia,89602,PA
St. Petersburg,79712,FL
Rochester,35949,NY
San Diego,88849,CA
Allentown,65756,PA
Allentown,7667,PA
El Paso,59472,TX
San Antonio,86731,TX
Rochester,63566,NY
Syracuse,81980,NY
Fort Worth,3310,TX
Mount Vernon,66306,NY
San Diego,75270,CA
El Paso,88195,TX
Fresno,59362,CA
Orlando,45839,FL
Fort Worth,82055,TX
New York,26623,NY
Austin,78849,TX
Austin,95766,TX
Buffalo,61799,NY
Allentown,77937,PA
San Antonio,80117,TX
Houston,50556,TX
Miami,54326,FL
San Antonio,72743,TX
Rochester,22833,NY
Fresno,6334,CA
Pittsburgh,923,PA
Jacksonville,65100,FL
New Rochelle,77306,NY
Utica,26854,NY
Rochester,5517,NY
Houston,71106,TX
Mount Vernon,57954,NY
Allentown,27104,PA
New York,12661,NY
New York,56998,NY
Albany,4501,NY
Miami,21447,FL
Utica,15795,NY
Rochester,18680,NY
St. Petersburg,91182,FL
Fresno,58072,CA
New Rochelle,43919,NY
Yonkers,54630,NY
Buffalo,74135,NY
Rochester,33417,NY
Houston,52352,TX
Tampa,10828,FL
Houston,70257,TX
Austin,35896,TX
Tampa,14466,FL
St. Petersburg,58223,FL
San Jose,48067,CA
Syracuse,11868,NY
Buffalo,15771,NY
Philadelphia,4001,PA
Austin,73715,TX
Mount Vernon,28233,NY
Yonkers,21201,NY
New Rochelle,73853,NY
Yonkers,93405,NY
Hialeah,19625,FL
San Jose,22930,CA
Albany,50949,NY
Tallahassee,23965,FL
Syracuse,92581,NY
Fresno,84786,CA
Miami,83716,FL
Jacksonville,84375,FL
Jacksonville,51992,FL
Hialeah,96548,FL
Philadelphia,2418,PA
Hialeah,55567,FL
Fort Worth,76843,TX
Tampa,48888,FL
Dallas,48132,TX
San Jose,24481,CA
New York,3494,NY
Jacksonville,99776,FL
Mount Vernon,92474,NY
St. Petersburg,28650,FL
Yonkers,35809,NY
Albany,646,NY
New York,47135,NY
San Francisco,57044,CA
Fresno,54728,CA
Hialeah,79426,FL
New York,56317,NY
New Rochelle,63893,NY
Syracuse,95967,NY
Austin,60724,TX
Allentown,69167,PA
San Jose,49495,CA
Fresno,47212,CA
San Jose,17492,CA
San Jose,66407,CA
Buffalo,61355,NY
Philadelphia,23109,PA
Austin,23280,TX
San Diego,36863,CA
Albany,94501,NY
Tallahassee,42554,FL
Orlando,60966,FL
Albany,34966,NY
Jacksonville,62560,FL
Fresno,39531,CA
San Diego,86038,CA
Los Angeles,6405,CA
Houston,45341,TX
Los Angeles,52775,CA
New Rochelle,25383,NY
Mount Vernon,58627,NY
New York,52234,NY
New Rochelle,78839,NY
Rochester,73459,NY
Syracuse,40048,NY
Los Angeles,7767,CA
Hialeah,41487,FL
San Diego,653,CA
New Rochelle,26299,NY
Jacksonville,15075,FL
Tampa,54426,FL
New Rochelle,38836,NY
Fort Worth,2619,TX
St. Petersburg,13190,FL
Albany,37781,NY
Albany,42810,NY
Philadelphia,94458,PA
Buffalo,77525,NY
Tallahassee,43399,FL
Orlando,65342,FL
Pittsburgh,74333,PA
St. Petersburg,32115,FL
New Rochelle,62141,NY
Utica,52123,NY
Miami,84754,FL
Albany,56973,NY
New York,52609,NY
New York,4872,NY
Pittsburgh,45718,PA
Hialeah,44180,FL
Austin,24111,TX
Los Angeles,31149,CA
Tampa,10277,FL
Tampa,89283,FL
New Rochelle,20226,NY
Jacksonville,89797,FL
New Rochelle,56609,NY
Allentown,51867,PA
Albany,62509,NY
Utica,75002,NY
New Rochelle,43662,NY
Pittsburgh,87200,PA
Tallahassee,39351,FL
Jacksonville,86226,FL
Rochester,63985,NY
Pittsburgh,1762,PA
Fresno,26052,CA
New York,3499,NY
Syracuse,57846,NY
Albany,73393,NY
San Antonio,73860,TX
Austin,12167,TX
San Antonio,49265,TX
San Francisco,85567,CA
San Francisco,40099,CA
Fresno,97919,CA
Allentown,733,PA
Miami,76085,FL
Orlando,13418,FL
Philadelphia,48960,PA
Philadelphia,63542,PA
Tallahassee,17864,FL
New York,97230,NY
Los Angeles,20440,CA
El Paso,69570,TX
Philadelphia,46129,PA
Dallas,2888,TX
San Antonio,18301,TX
Philadelphia,89710,PA
Mount Vernon,4274,NY
San Francisco,60139,CA
Orlando,90403,FL
Austin,37079,TX
Fresno,73072,CA
San Jose,23945,CA
El Paso,7304,TX
Utica,40441,NY
Orlando,20722,FL
Albany,70899,NY
Pittsburgh,79574,PA
San Jose,47571,CA
Orlando,72566,FL
Buffalo,71605,NY
Yonkers,63759,NY
New York,68556,NY
Hialeah,88621,FL
Los Angeles,71798,CA
Los Angeles,38217,CA
Hialeah,668,FL
Rochester,20404,NY
San Jose,23152,CA
New York,97873,NY
New York,87586,NY
San Antonio,53764,TX
San Francisco,11187,CA
Los Angeles,34743,CA
Austin,18091,TX
Philadelphia,64611,PA
Los Angeles,75368,CA
Los Angeles,78658,CA
Utica,24319,NY
Rochester,33101,NY
Buffalo,76661,NY
Miami,19713,FL
Fresno,73401,CA
Tampa,77022,FL
Rochester,37922,NY
Austin,81766,TX
Miami,15756,FL
St. Petersburg,30549,FL
El Paso,16577,TX
Rochester,29720,NY
Fresno,25721,CA
St. Petersburg,94120,FL
Los Angeles,42501,CA
Yonkers,9290,NY
Fresno,90454,CA
Tampa,95748,FL
Fresno,80957,CA
Houston,96564,TX
San Francisco,67101,CA
Miami,39245,FL
Yonkers,28405,NY
Houston,36706,TX
Syracuse,843,NY
Austin,38454,TX
Tampa,24749,FL
Jacksonville,68302,FL
Miami,54507,FL
Dallas,76483,TX
Hialeah,92769,FL
Dallas,92843,TX
Miami,66390,FL
New Rochelle,59299,NY
San Diego,94822,CA
Philadelphia,11587,PA
Yonkers,50977,NY
Philadelphia,30290,PA
El Paso,77985,TX
Syracuse,69133,NY
San Francisco,36592,CA
Austin,50188,TX
Dallas,84143,TX
Orlando,45014,FL
Orlando,68991,FL
Albany,91582,NY
Houston,31107,TX
San Jose,7141,CA
Orlando,4164,FL
Jacksonville,88495,FL
San Francisco,59445,CA
Mount Vernon,6590,NY
Houston,11045,TX
San Antonio,16012,TX
El Paso,74523,TX
Jacksonville,26704,FL
San Diego,65726,CA
Philadelphia,14196,PA
Hialeah,80758,FL
San Diego,54182,CA
New York,77920,NY
San Antonio,85940,TX
Rochester,14478,NY
Rochester,56181,NY
Utica,31830,NY
New Rochelle,25934,NY
New York,21107,NY
Allentown,82380,PA
San Jose,74163,CA
El Paso,22722,TX
Miami,66935,FL
Pittsburgh,22532,PA
El Paso,55855,TX
San Francisco,7988,CA
Fresno,66906,CA
Philadelphia,32455,PA
San Francisco,20918,CA
St. Petersburg,98462,FL
Albany,19305,NY
San Antonio,15887,TX
San Francisco,25328,CA
Utica,18847,NY
Austin,56118,TX
San Diego,42524,CA
New Rochelle,46205,NY
San Francisco,12072,CA
St. Petersburg,16465,FL
San Francisco,46306,CA
Los Angeles,25103,CA
Albany,15061,NY
New York,37716,NY
Fort Worth,11472,TX
Pittsburgh,7014,PA
Miami,59939,FL
Fresno,44266,CA
Austin,73377,TX
Fresno,27804,CA
San Francisco,78378,CA
Allentown,1819,PA
Pittsburgh,44330,PA
Los Angeles,61085,CA
Hialeah,3725,FL
Austin,18946,TX
Mount Vernon,31324,NY
San Antonio,72213,TX
Los Angeles,47263,CA
San Diego,62469,CA
Miami,43550,FL
San Antonio,3301,TX
San Diego,83600,CA
San Diego,8934,CA
Syracuse,33140,NY
Austin,31357,TX
Dallas,82712,TX
El Paso,34502,TX
Yonkers,24546,NY
El Paso,11067,TX
Miami,70306,FL
Albany,75089,NY
Dallas,41758,TX
San Francisco,96119,CA
Mount Vernon,83693,NY
San Jose,72073,CA
San Antonio,55695,TX
Jacksonville,55517,FL
New York,62578,NY
San Francisco,88900,CA
Mount Vernon,46148,NY
Fresno,21170,CA
New Rochelle,97526,NY
Mount Vernon,6189,NY
Miami,29971,FL
Albany,64441,NY
Syracuse,95979,NY
Mount Vernon,17787,NY
Rochester,99350,NY
San Diego,63244,CA
Jacksonville,13172,FL
Orlando,3387,FL
St. Petersburg,89501,FL
San Antonio,90180,TX
San Jose,63940,CA
Rochester,17097,NY
Tallahassee,60895,FL
Fort Worth,2103,TX
St. Petersburg,18719,FL
Mount Vernon,67102,NY
Fort Worth,34093,TX
Utica,87496,NY
Los Angeles,26798,CA
Albany,44504,NY
Utica,80432,NY
Allentown,67213,PA
San Antonio,23186,TX
New York,33252,NY
New York,92340,NY
Houston,64546,TX
Houston,13540,TX
San Jose,64429,CA
Los Angeles,55444,CA
Tallahassee,34600,FL
Buffalo,41260,NY
Rochester,11444,NY
San Francisco,8117,CA
Orlando,86000,FL
Utica,93334,NY
Fresno,54941,CA
El Paso,64505,TX
Yonkers,66911,NY
Los Angeles,62347,CA
New Rochelle,12888,NY
Fort Worth,2769,TX
Buffalo,26820,NY
New Rochelle,42581,NY
New York,22042,NY
Austin,15688,TX
El Paso,31852,TX
Albany,48445,NY
Tampa,47188,FL
Fresno,23838,CA
